#q*Aangstroem	C14_ESRF_ID01 (4200 mm)*cm*sr	stddev*cm*sr
0.056106	36.306	0.020842
0.056161	36.289	0.023178
0.056215	36.270	0.020294
0.056269	36.256	0.020574
0.056324	36.270	0.021341
0.056378	36.270	0.023150
0.056433	36.268	0.025149
0.056487	36.269	0.025560
0.056542	36.289	0.027814
0.056596	36.304	0.020547
0.056651	36.294	0.020829
0.056705	36.292	0.021348
0.056759	36.295	0.022918
0.056814	36.285	0.024632
0.056868	36.272	0.024124
0.056923	36.284	0.021741
0.056977	36.258	0.022238
0.057032	36.257	0.023458
0.057086	36.255	0.029604
0.057140	36.253	0.021912
0.057195	36.242	0.022656
0.057249	36.245	0.028090
0.057304	36.257	0.022025
0.057358	36.245	0.022249
0.057413	36.228	0.022709
0.057467	36.207	0.024355
0.057522	36.209	0.029036
0.057576	36.263	0.023775
0.057630	36.323	0.026201
0.057685	36.357	0.023501
0.057739	36.349	0.023838
0.057794	36.311	0.024560
0.057848	36.278	0.025691
0.057903	36.274	0.032799
0.057957	36.253	0.026115
0.058011	36.235	0.028099
0.058066	36.220	0.036662
0.058120	36.229	0.031280
0.058175	36.230	0.031607
0.058229	36.244	0.035146
0.058284	36.230	0.030640
0.058338	36.213	0.038553
0.058393	36.196	0.026631
0.058447	36.172	0.034610
0.058501	36.200	0.024954
0.058556	36.255	0.025203
0.058610	36.267	0.025698
0.058665	36.257	0.026622
0.058719	36.255	0.027620
0.058774	36.232	0.034636
0.058828	36.219	0.027613
0.058882	36.219	0.031094
0.058937	36.233	0.030284
0.058991	36.250	0.028212
0.059046	36.255	0.029480
0.059100	36.231	0.029592
0.059155	36.222	0.031885
0.059209	36.257	0.034397
0.059264	36.330	0.040203
0.059318	36.357	0.033298
0.059372	36.351	0.035521
0.059427	36.382	0.030352
0.059481	36.414	0.031765
0.059536	36.428	0.035997
0.059590	36.375	0.032274
0.059645	36.292	0.034083
0.059699	36.286	0.041177
0.059753	36.286	0.043192
0.059808	36.235	0.050172
0.059862	36.285	0.038644
0.059917	36.297	0.056637
0.059971	36.304	0.034757
0.060026	36.300	0.035397
0.060080	36.308	0.036343
0.060134	36.306	0.037679
0.060189	36.292	0.040601
0.060243	36.289	0.050935
0.060298	36.263	0.062049
0.060352	36.262	0.038320
0.060407	36.249	0.039741
0.060461	36.233	0.040572
0.060516	36.247	0.042835
0.060570	36.278	0.046757
0.060624	36.256	0.071199
0.060679	36.221	0.039885
0.060733	36.229	0.043188
0.060788	36.253	0.054548
0.060842	36.260	0.066464
0.060897	36.245	0.037855
0.060951	36.227	0.038217
0.061006	36.212	0.038687
0.061060	36.197	0.039167
0.061114	36.218	0.039910
0.061169	36.252	0.040664
0.061223	36.247	0.042389
0.061278	36.267	0.044947
0.061332	36.258	0.050441
0.061387	36.229	0.070185
0.061441	36.184	0.042189
0.061495	36.185	0.043080
0.061550	36.200	0.043729
0.061604	36.201	0.044899
0.061659	36.218	0.046420
0.061713	36.205	0.048839
0.061768	36.184	0.059788
0.061822	36.239	0.048831
0.061876	36.215	0.057448
0.061931	36.197	0.067805
0.061985	36.207	0.11682
0.062040	36.202	0.10902
0.062094	36.224	0.053063
0.062149	36.222	0.056041
0.062203	36.243	0.069812
0.062258	36.259	0.12796
0.062312	36.243	0.058287
0.062366	36.209	0.062592
0.062421	36.230	0.077125
0.062475	36.242	0.092303
0.062530	36.234	0.084444
0.062584	36.301	0.10413
0.062639	36.332	0.16642
0.062693	36.299	0.10111
0.062747	36.253	0.085435
0.062802	36.233	0.090519
0.062856	36.247	0.10062
0.062911	36.308	0.11732
0.062965	36.337	0.14770
0.063020	36.324	0.17424
0.063074	36.277	0.28391
0.063128	36.160	0.52397
