#q*Aangstroem	C14_ESRF_ID01 (521 mm)*cm*sr	stddev*cm*sr
0.41597	0.92905	0.0011565
0.41640	0.92595	0.0011745
0.41683	0.92209	0.0011865
0.41727	0.91890	0.0012482
0.41770	0.91568	0.0011483
0.41814	0.91261	0.0011725
0.41857	0.90935	0.0012781
0.41900	0.90653	0.0012830
0.41944	0.90328	0.0011131
0.41987	0.90062	0.0011110
0.42031	0.89763	0.0011092
0.42074	0.89462	0.0011077
0.42117	0.89133	0.0011068
0.42161	0.88751	0.0011053
0.42204	0.88443	0.0011048
0.42247	0.88139	0.0011049
0.42291	0.87833	0.0011058
0.42334	0.87636	0.0011069
0.42378	0.87435	0.0011098
0.42421	0.87109	0.0011139
0.42464	0.86833	0.0011195
0.42508	0.86597	0.0011317
0.42551	0.86241	0.0011571
0.42594	0.85886	0.0012410
0.42638	0.85491	0.0012403
0.42681	0.85378	0.0011295
0.42724	0.85126	0.0011836
0.42768	0.84811	0.0012336
0.42811	0.84517	0.0010790
0.42855	0.84219	0.0014772
0.42898	0.83939	0.0013356
0.42941	0.83674	0.0011983
0.42985	0.83364	0.0012216
0.43028	0.83000	0.0011824
0.43071	0.82687	0.0012104
0.43115	0.82494	0.0013574
0.43158	0.82284	0.0012608
0.43201	0.81935	0.0013131
0.43245	0.81644	0.0012470
0.43288	0.81425	0.0012833
0.43331	0.81188	0.0013125
0.43375	0.80999	0.0012806
0.43418	0.80683	0.0015145
0.43461	0.80332	0.0012446
0.43505	0.80081	0.0013202
0.43548	0.79819	0.0012613
0.43591	0.79608	0.0012842
0.43635	0.79386	0.0013759
0.43678	0.79087	0.0015359
0.43722	0.78807	0.0013145
0.43765	0.78535	0.0013704
0.43808	0.78271	0.0015204
0.43852	0.78072	0.0015206
0.43895	0.77851	0.0013008
0.43938	0.77520	0.0013357
0.43982	0.77194	0.0014754
0.44025	0.76870	0.0013188
0.44068	0.76670	0.0013430
0.44112	0.76492	0.0013917
0.44155	0.76172	0.0015518
0.44198	0.75870	0.0017105
0.44241	0.75738	0.0015555
0.44285	0.75568	0.0013401
0.44328	0.75313	0.0014011
0.44371	0.74986	0.0015013
0.44415	0.74726	0.0016898
0.44458	0.74580	0.0013540
0.44501	0.74327	0.0013771
0.44545	0.74087	0.0014550
0.44588	0.73920	0.0018816
0.44631	0.73691	0.0013874
0.44675	0.73433	0.0014127
0.44718	0.73156	0.0014480
0.44761	0.72954	0.0015055
0.44805	0.72764	0.0017849
0.44848	0.72568	0.0014908
0.44891	0.72302	0.0015185
0.44935	0.72012	0.0015779
0.44978	0.71777	0.0017358
0.45021	0.71577	0.0019883
0.45064	0.71377	0.0019692
0.45108	0.71082	0.0017091
0.45151	0.70881	0.0014282
0.45194	0.70657	0.0014449
0.45238	0.70587	0.0014886
0.45281	0.70427	0.0016546
0.45324	0.70272	0.0018787
0.45368	0.69960	0.0018337
0.45411	0.69683	0.0014812
0.45454	0.69543	0.0014924
0.45497	0.69469	0.0015180
0.45541	0.69274	0.0016026
0.45584	0.69044	0.0018880
0.45627	0.68834	0.0015854
0.45671	0.68631	0.0020312
0.45714	0.68454	0.0015420
0.45757	0.68217	0.0015754
0.45800	0.68029	0.0016259
0.45844	0.67808	0.0016930
0.45887	0.67514	0.0018270
0.45930	0.67384	0.0017381
0.45974	0.67239	0.0023301
0.46017	0.67129	0.0016361
0.46060	0.67031	0.0023086
0.46103	0.66908	0.0017412
0.46147	0.66679	0.0018724
0.46190	0.66508	0.0021953
0.46233	0.66362	0.0020243
0.46277	0.66024	0.0017299
0.46320	0.65720	0.0016001
0.46363	0.65432	0.0016184
0.46406	0.65184	0.0016365
0.46450	0.65022	0.0016946
0.46493	0.64839	0.0019168
0.46536	0.64608	0.0019555
0.46579	0.64469	0.0017252
0.46623	0.64377	0.0018469
0.46666	0.64195	0.0017031
0.46709	0.64017	0.0017354
0.46752	0.63906	0.0017604
0.46796	0.63648	0.0018309
0.46839	0.63445	0.0021127
0.46882	0.63381	0.0022120
0.46925	0.63237	0.0021099
0.46969	0.63066	0.0027889
0.47012	0.62856	0.0023277
0.47055	0.62759	0.0017705
0.47099	0.62584	0.0018103
0.47142	0.62436	0.0018617
0.47185	0.62306	0.0019663
0.47228	0.62196	0.0026594
0.47271	0.62096	0.0028440
0.47315	0.61770	0.0020354
0.47358	0.61491	0.0025850
0.47401	0.61226	0.0020096
0.47444	0.60894	0.0021770
0.47488	0.60681	0.0020102
0.47531	0.60560	0.0020961
0.47574	0.60430	0.0022297
0.47617	0.60245	0.0026812
0.47661	0.60136	0.0033171
0.47704	0.59678	0.0024425
0.47747	0.59364	0.0027400
0.47790	0.59168	0.0026240
0.47834	0.59004	0.0031727
0.47877	0.58938	0.0023373
0.47920	0.58819	0.0023402
0.47963	0.58751	0.0025485
0.48006	0.58728	0.0029942
0.48050	0.58609	0.0048103
0.48093	0.58308	0.0023198
0.48136	0.58152	0.0023481
0.48179	0.57859	0.0023742
0.48223	0.57728	0.0024088
0.48266	0.57695	0.0024490
0.48309	0.57521	0.0024938
0.48352	0.57323	0.0025753
0.48395	0.57120	0.0027191
0.48439	0.56957	0.0030804
0.48482	0.56833	0.0043768
0.48525	0.56580	0.0025791
0.48568	0.56537	0.0026352
0.48612	0.56406	0.0027124
0.48655	0.56333	0.0028302
0.48698	0.56091	0.0028911
0.48741	0.55822	0.0030701
0.48784	0.55651	0.0033655
0.48828	0.55610	0.0041915
0.48871	0.55346	0.0051179
0.48914	0.55141	0.0039485
0.48957	0.55149	0.0048449
0.49000	0.54845	0.0026383
0.49044	0.54643	0.0027615
0.49087	0.54825	0.0037101
0.49130	0.54605	0.0028888
0.49173	0.54327	0.0029584
0.49216	0.54216	0.0030859
0.49260	0.54008	0.0033716
0.49303	0.53937	0.0047203
0.49346	0.53784	0.0072990
0.49389	0.53531	0.0051996
0.49432	0.53611	0.0064272
0.49475	0.53497	0.0037481
0.49519	0.53247	0.0049933
0.49562	0.53348	0.0037950
0.49605	0.53057	0.0039325
0.49648	0.52845	0.0042125
0.49691	0.52992	0.0044661
0.49735	0.52995	0.0053819
0.49778	0.52709	0.0055493
0.49821	0.52841	0.0063874
0.49864	0.52772	0.0077382
0.49907	0.52934	0.012046
0.49950	0.52443	0.015549
0.49994	0.52344	0.0079175
0.50037	0.52125	0.0088999
0.50080	0.52175	0.014342
0.50123	0.52040	0.028933
0.50166	0.51914	0.043350
